email,user_pseudo_id,abandoned_products,abandon_timestamp,abandon_count
visitor215@gmail.com,10174005.7959931311,"9196599,GGOEGXXX1340,GGOEGAEB105210,GGOEGHPC120810,GGOEGAED134810,GGOEGXXX1385,GGOEGXXX1039,GGOEGXXX1038,GGOEGXXX0913,GGOEGXXX1344,GGOEGXXX1613,GGOEGXXX1109,GGOEGXXX1039,GGOEGAED134810,GGOEGXXX0913,GGOEGXXX1340,GGOEGXXX1344,GGOEGXXX1613,GGOEGHPC120810,GGOEGAEB105210,GGOEGXXX1385,9196599,GGOEGXXX1109,GGOEGXXX1038",1607530720184712,1
visitor248@gmail.com,10192106.4209648896,"GGOEGFSR022099,GGOEGDHB107099,GGOEGABL100799,GGOEGDNL108699,GGOEGDHC098299,GGOEGBJQ125099,GGOEGDWC122799,GGOEGBJJ099499,GGOEGFKA022299,GGOEGBJJ099699,GGOEGDWD108799,GGOEGDHJ116899",1608066809111967,1
visitor271@gmail.com,1020576.5767195525,9196380,1607212027529112,1
visitor281@gmail.com,10211474.7929477742,"GGOEGOCA121699,GGOEGFKQ020399,GGOEGCKA151899,GGOEGOAQ101299,GGOEGOCB131799,GGOEGOAA101199,GGOEACBA104599,GGOEGFKA022299,GGOEAFKA087599,GGOEYOLB151999,GGOEGOLC014299,GGOEGOLA127499,GGOEGOAA101199,GGOEGCKA151899,GGOEAFKA087599,GGOEGOCA121699,GGOEGOAQ101299,GGOEGOCA121799,GGOEGOLC014299,GGOEACBA104599,GGOEGOCB131799,GGOEYOLB151999,GGOEGFKQ020399,GGOEGFKA022299,GGOEGHGT124799,GGOEGBBD121999,GGOEGAAX0037,GGOEGAKA126399,GGCOGCBC101399,GGOEGEGC099099,GGOEGHGJ124999,GGOEGHGH124899,GGOEGFSR022099,GGOEGDBJ132299,GGOEGFKA022299,GGOEGCKD141999,GGOEGCKA151899,GGOEGOCA121699,GGOEGOCB131799,GGOEYOLB151999,GGCOGOCA157331,GGOEGOAQ101299,GGOEACBA104599,GGOEGOLC014299,GGOEGFKA022299,GGOEGOAA101199,GGOEAFKA087599,GGOEGFKQ020399,GGOEGHGT124799,GGOEGCKJ132999,GGOEGHGH124899,GGCOGCBC101399,GGOEGFKA022299,GGOEGAKA126399,GGOEGAAX0037,GGOEGDBJ132299,GGOEGEGC099099,GGOEGHGJ124999,GGOEGFSR022099,GGOEGBBD121999",1608286941867314,1
visitor281@gmail.com,10211474.7929477742,"GGOEGOCA121699,GGOEGFKA022299,GGOEGOAQ101299,GGOEGOAA101199,GGCOGOCA157331,GGOEYOLB151999,GGOEGCKA151899,GGOEGOLA127499,GGOEACBA104599,GGOEGOLC014299,GGOEGOAC089999,GGOEGFKQ020399",1608792847016472,2
visitor331@gmail.com,1024676.5618063019,"9184849,GGOEGXXX0905,GGOEGXXX0919,GGOEGXXX1181,GGOEAFKA087599,GGOEAFBA115499,GGOEGOCL092999,GGOEAOCB092899,GGOEACBA104599,GGOEGXXX0906,GGOEAFBA115599,GGOEAOCB092799",1608655420198159,1
visitor342@gmail.com,10252791.7207937245,"GGOEGAEC134910,GGOEGHPB120910,GGOEGAEJ135510,GGOEAHPL130910,GGOEAHPJ131210,GGOEAHPL131010,GGOEGHPC120810,GGOEYHPB121110,GGOEGAED134810,9188192,GGOEAHPB131110,GGOEGAPH161899",1606906536761016,1
visitor413@gmail.com,1032228174.5948027013,"GGOEYXXX1202,GGOEYCBR138999,GGOEYXXX1203,GGOEYHPB121110,GGOEYHBB102199,GGOEYXXX1207,GGOEYAEA105610,9196783,GGOEYOCR125599,GGOEYFKQ105899,GGOEYOLB151999,GGOEYDWB123299",1609272531629684,1
visitor420@gmail.com,1032661.4433949510,"9195847,GGOECOAQ163799,GGCOGCBD162999,GGCOGCBA161199,GGOEGDWJ141799,GGCOGDHC161299,GGOECDHQ163999,GGCOGXXX1609,GGOEGAPH161899,GGOEGXXX1613,GGCOGDWH161099,GGOEGXXX1347,GGOEGDHR162799,9184830,9184831",1608485186715036,1
visitor448@gmail.com,10351288.5764317808,"9184911,GGOEGXXX1039,GGOEGXXX1342,GGOEGXXX1193,GGOEGXXX0913,GGOEGXXX1344,GGOEGXXX1385,GGOEGXXX1340,GGOEGXXX1038,GGOEGXXX1109,GGOEGXXX0964,GGOEGXXX1613,GGOEGXXX0913,GGOEGXXX1342,GGOEGXXX1385,9196573,GGOEGXXX1038,GGOEGXXX1039,GGOEGXXX0964,GGOEGXXX1109,GGOEGXXX1344,GGOEGXXX1193,GGOEGXXX1613,GGOEGXXX1340,GGOEGXXX1344,GGOEGXXX1613,GGOEGXXX1193,GGOEGXXX1342,GGOEGXXX1385,GGOEGXXX0913,GGOEGXXX1038,GGOEGXXX0964,GGOEGXXX1340,GGOEGXXX1109,GGOEGXXX1347,GGOEGXXX1039,GGOEGXXX1340,GGOEGXXX1038,GGOEGXXX1342,GGOEGXXX1193,GGOEGXXX1039,GGOEGXXX0913,GGOEGXXX1385,GGOEGXXX0964,GGOEGXXX1109,GGOEGXXX1344,9185154,GGOEGXXX1613,GGOEGXXX1613,GGOEGXXX1038,GGOEGXXX1385,9196575,GGOEGXXX1109,GGOEGXXX1342,GGOEGXXX0964,GGOEGXXX1193,GGOEGXXX1340,GGOEGXXX0913,GGOEGXXX1344,GGOEGXXX1039,GGCOGXXX1609,GGOEGAPH161899,GGCOGDHC161299,GGCOGCBA161199,GGCOGDWH161099,GGOEGDHG162299,GGCOGOCA157331,GGOEGDWJ141799,9199128,GGCOGBJD157199,GGCOGCBD162999,GGOEGXXX1613,GGOEGXXX1340,GGOEGXXX1038,GGOEGXXX1342,GGOEGXXX1193,GGOEGXXX1039,GGOEGXXX0913,GGOEGXXX1385,GGOEGXXX0964,GGOEGXXX1109,GGOEGXXX1344,GGCOGXXX1609,GGOEGXXX1613,GGOEGXXX1385,GGOEGXXX1344,GGOEGXXX1340,GGOEGXXX0964,GGOEGXXX1109,GGOEGXXX1038,GGOEGXXX1613,GGOEGXXX1039,9184911,GGOEGXXX1193,GGOEGXXX1342,GGOEGXXX0913,GGOEGXXX1038,GGOEGXXX1193,GGOEGXXX1340,GGOEGXXX1109,9195181,GGOEGXXX1039,GGOEGXXX1342,GGOEGXXX0913,GGOEGXXX1344,GGOEGXXX1385,GGOEGXXX1613,GGOEGXXX0964,GGOEGXXX1344,GGOEGXXX1039,GGOEGXXX1340,GGOEGXXX0913,GGOEGXXX1193,GGOEGXXX0964,GGOEGXXX1342,GGOEGXXX1109,GGCOGXXX1609,GGOEGXXX1385,GGOEGXXX1038,GGOEGXXX1613",1608017322099034,1
visitor454@gmail.com,10355247.7435042441,"GGOEGAEJ135510,GGOEAHPB131110,GGOEAHPJ131210,GGOEGAEC134910,9188192,GGOEGHPC120810,GGOEAHPL130910,GGOEYHPB121110,GGOEGAED134810,GGOEAHPL131010,GGOEGAPH161899,GGOEGHPB120910",1607091951593450,1
visitor477@gmail.com,1037217.5028410191,"9188192,GGOEGHPB120910,GGOEGAPH161899,GGOEGAEJ135510,GGOEAHPL130910,GGOEYHPB121110,GGOEGAED134810,GGOEAHPJ131210,GGOEGAEC134910,GGOEGHPC120810,GGOEAHPB131110,GGOEAHPL131010",1607960184288829,1
visitor491@gmail.com,1038086.2545004930,"GGOEGHPB120910,GGOEGAED134810,GGOEGAPH161899,GGOEGAEJ135510,9188192,GGOEYHPB121110,GGOEAHPJ131210,GGOEAHPL131010,GGOEGAEC134910,GGOEGHPC120810,GGOEAHPB131110,GGOEAHPL130910",1607233537089450,1
visitor506@gmail.com,10393626.4161521215,"GGCOGXXX1569,GGCOGBJD157199,GGOEGAPH161899,GGCOGXXX1609,GGOEGXXX1613,GGCOGDHC161299,GGCOGCBD162999,GGOEGCBA105099,GGCOGOCA157331,GGOEGDHG162299,GGCOGDWH161099,GGCOGCBA161199,GGOEGXXX1181,GGOEAOCB092799,GGOEAFBA115499,GGOEGXXX0905,GGOEGXXX0919,GGOEAFBA115599,GGOEGOCL092999,GGOEACBA104599,GGOEAFKA087599,GGOEGXXX1025,GGOEGXXX0906,GGOEAOCB092899,GGOEGXXX1254,GGOEAFKA087599,GGOEGXXX0919,GGOEGXXX0906,GGOEACBA104599,GGOEAFBA115499,GGOEAOCB092799,GGOEAFBA115599,GGOEGXXX1181,GGOEAOCB092899,GGOEGXXX0905,GGOEGOCL092999,GGOEGDWH127899,GGOEGDHQ127799,GGOEGDHJ136799,GGOEGDHJ116899,GGOEGDNQ138099,GGOEADWJ129399,GGOEGDBD132099,GGOEGDBJ132299,GGOEADHH129499,GGOEGDHB137399,GGOEGDHL116999,GGCOGDHC101099,GGOEGXXX1264,GGOEGXXX1078,GGOEGXXX0963,GGOEGXXX1265,GGOEGXXX1343,GGOEGXXX1267,GGOEGXXX1181,GGOEGXXX1384,GGOEGXXX1193,GGCOGXXX1007,GGOEGXXX1344,GGOEGXXX1190,GGOEGDHG162299,GGOEGXXX1613,GGCOGCBA161199,GGCOGCBD162999,GGOEGAPH161899,GGCOGDHC161299,GGCOGDWH161099,GGCOGOCA157331,GGOEGCKA151899,GGCOGBJD157199,GGCOGXXX1569,GGCOGXXX1609,GGCOGXXX1609,GGCOGOCA157331,GGCOGBJD157199,GGCOGXXX1569,GGOEGAPH161899,GGOEGDHG162299,GGCOGDHC161299,GGCOGDWH161099,GGOEGXXX1039,GGCOGCBD162999,GGOEGXXX1613,GGCOGCBA161199,GGOEGXXX1343,GGCOGXXX1007,GGOEGXXX1078,GGOEGXXX1181,GGOEGXXX1384,GGOEGXXX1038,GGOEGXXX1264,GGOEGXXX1265,GGOEGXXX1344,GGOEGXXX0963,GGOEGXXX1267,GGOEGXXX1193,GGOEGDHL116999,GGCOGDHC101099,GGOEGDWD108799,GGOEGDHB137399,GGOEGDHJ136799,GGOEGDBD132099,GGOEADHH129499,GGOEADWJ129399,GGOEGDBJ132299,GGOEGDHQ127799,GGOEGDNQ138099,GGOEGDHJ116899,GGCOGOCA157331,GGOEGXXX1613,GGCOGXXX1609,GGCOGDHC161299,GGCOGCBA161199,GGCOGBJD157199,GGOEGDHG162299,GGCOGCBD162999,GGCOGDWH161099,GGCOGXXX1569,GGOEGDWH127899,GGOEGAPH161899,GGOEGXXX1190,GGOEGXXX1264,GGOEGXXX1193,GGOEGXXX1384,GGCOGXXX1007,GGOEGXXX1344,GGOEGXXX1267,GGOEGXXX1343,GGOEGXXX1181,GGOEGXXX0963,GGOEGXXX1265,GGOEGXXX1078,GGCOGBJD157199,GGCOGCBD162999,GGCOGDWH161099,GGOEGAPH161899,GGCOGXXX1569,GGOEGXXX1190,GGCOGOCA157331,GGOEGXXX1613,GGCOGXXX1609,GGCOGDHC161299,GGCOGCBA161199,GGOEGDHG162299,GGOEGXXX1613,GGCOGDHC161299,GGCOGCBD162999,GGOEGDHG162299,GGOEGXXX1190,GGCOGOCA157331,GGCOGDWH161099,GGCOGCBA161199,GGCOGXXX1569,GGOEGAPH161899,GGCOGBJD157199,GGCOGXXX1609,GGOEGXXX0906,GGOEGOCL092999,GGOEGXXX0905,GGOEGXXX0919,GGOEACBA104599,GGOEAOCB092799,GGOEAOCB092899,GGOEAFBA115599,GGOEAFBA115499,GGOEGXXX1181,GGOEAFKA087599,GGOEGXXX1025,GGOEGXXX1193,GGCOGXXX1007,GGOEGXXX1384,GGOEGXXX1344,GGOEGXXX1038,GGOEGXXX1264,GGOEGXXX1265,GGOEGXXX0963,GGOEGXXX1078,GGOEGXXX1267,GGOEGXXX1343,GGOEGXXX1181,GGOEGXXX1264,GGOEGXXX1265,GGOEGXXX1267,GGOEGXXX1190,GGOEGXXX1193,GGOEGXXX1344,GGOEGXXX0963,GGCOGXXX1007,GGOEGXXX1343,GGOEGXXX1384,GGOEGXXX1181,GGOEGXXX1078",1607040512170323,1
visitor506@gmail.com,10393626.4161521215,"GGOEADHH129499,GGOEGDBJ132299,GGOEGDWD108799,GGOEGDHJ136799,GGCOGDHC101099,GGOEGDNQ138099,GGOEGDHJ116899,GGOEGDBD132099,GGOEGDHQ127799,GGOEADWJ129399,GGOEGDHB137399,GGOEGDHL116999,GGOEGDHJ116899,GGOEADHH129499,GGOEGDHB137399,9195831,GGOEGDHL116999,GGOEGDBJ132299,GGOEADWJ129399,GGCOGDHC101099,GGOEGDHQ127799,GGOEGDBD132099,GGOEGDHJ136799,GGOEGDNQ138099,GGOEAXXX1301,GGOEGXXX1359,GGOEGXXX1358,9195187,GGOEGXXX1131,GGOEGXXX1135,GGOEGXXX1133,GGOEGXXX1356,GGOEAXXX1299,GGOEGXXX1130,GGOEGXXX1445,GGOEGXXX1346,GGOEADWJ129399,GGOEGDBJ132299,GGCOGDHC101099,GGOEGDWH127899,GGOEGDHB137399,GGOEADHH129499,GGOEGDHL116999,GGOEGDHQ127799,GGOEGDBD132099,GGOEGDHJ116899,GGOEGDNQ138099,GGOEGDHJ136799,GGOEGXXX1193,GGOEGXXX1343,GGOEGXXX0963,GGOEGXXX1384,GGOEGXXX1181,GGOEGXXX1265,GGCOGXXX1007,GGOEGXXX1267,GGOEGXXX1264,GGOEGXXX1078,GGOEGXXX1344,9194957,GGOEGXXX1181,GGOEGXXX1264,GGOEGXXX1344,GGOEGXXX1267,GGOEGXXX1384,GGCOGXXX1007,GGOEGXXX1265,GGOEGXXX1343,GGOEGXXX1078,GGOEGXXX1193,GGOEGXXX0963,GGOEGXXX1190",1607657204292389,2
visitor506@gmail.com,10393626.4161521215,"9188251,GGOEGDHJ136799,GGOEGDNQ138099,GGOEADWJ129399,GGOEGDHQ127799,GGOEGDHB107099,GGOEGDHB137399,GGOEGDHJ116899,GGOEADHH129499,GGOEGDBD132099,GGCOGDHC101099,GGOEGDHL116999,GGOEGDBJ132299,GGOEGDWH127899,GGOEGDHJ136799,GGOEADWJ129399,GGOEGDHQ127799,GGOEGDHJ116899,GGOEADHH129499,GGOEGDHB137399,GGOEGDNQ138099,GGCOGDHC101099,GGOEGDBD132099,GGOEGDHL116999,GGOEGDBJ132299,GGOEGDWD108799,GGOEGDHJ116899,GGOEADWJ129399,GGOEGDHJ136799,GGOEGDBJ132299,GGOEGDHL116999,GGOEGDHB137399,GGOEGDBD132099,GGCOGDHC101099,GGOEADHH129499,GGOEGDNQ138099,GGOEGDHQ127799,GGOEACBA116699,GGOEGABB100999,GGOEGABB137799,GGOEACBA129599,GGOEGABJ099599,GGOEGABL100799,GGOEGABK101099,GGOEGEBA101699,GGOEGBJJ099499,GGOEGBGJ132699,GGOEGFBQ156799,GGOEGEGC099099,GGOEGDHJ136799,GGCOGDHC101099,GGOEGDHB137399,GGOEGDBD132099,GGOEGDNQ138099,GGOEADHH129499,GGOEGDHQ127799,GGOEADWJ129399,GGOEGDHJ116899,9196727,GGOEGDHL116999,GGOEGDBJ132299,GGOEADWJ129399,GGOEADHH129499,GGOEGDNQ138099,GGOEGDHQ127799,GGOEGDBD132099,GGCOGDHC101099,GGOEGDHB137399,GGOEGDBJ132299,GGOEGDHJ136799,GGOEGDHL116999,GGOEGDHJ116899,GGCOGDWH161099,GGCOGDHC101099,GGOEGDBD132099,GGOEGDHG162299,GGOEGDHL116999,GGOEGDNQ138099,GGOEADHH129499,GGOEGDHJ136799,GGOEGDBJ132299,GGOEGDHJ116899,GGOEGDHQ127799,GGOEADWJ129399,GGOEGDHB137399,9195188",1608163925795711,3
visitor517@gmail.com,1040050.6140424032,"9188192,GGOEGHPB120910,GGOEGAPH161899,GGOEGAEC134910,GGOEGAED134810,GGOEGHPC120810,GGOEAHPL130910,GGOEAHPL131010,GGOEYHPB121110,GGOEGAEJ135510,GGOEAHPB131110,GGOEAHPJ131210",1607175372616997,1
visitor562@gmail.com,1043582.8209375738,"GGOEGHPC120810,GGOEGXXX0913,GGOEGAEB105210,GGOEGXXX1193,GGOEGXXX1344,GGOEGXXX1109,GGOEGXXX1039,GGOEGXXX1340,GGOEGXXX1613,GGOEGAED134810,GGOEGXXX1038,GGOEGXXX1267,GGOEGXXX1039,GGOEGXXX0913,GGOEGXXX1613,GGOEGXXX1038,GGOEGAED134810,GGOEGAEB105210,GGOEGXXX1193,GGOEGXXX1109,GGOEGXXX1267,GGOEGXXX1340,GGOEGXXX1344,GGOEGHPC120810,GGOEGXXX1267,GGOEGXXX1340,GGOEGXXX1109,GGOEGXXX1193,GGOEGXXX0913,GGOEGAED134810,GGOEGAEB105210,GGOEGXXX1344,GGOEGHPC120810,GGOEGXXX1039,GGOEGXXX1038,GGOEGXXX1613",1607259916027033,1
visitor570@gmail.com,1044327.5025294222,"GGOEGXXX0906,GGOEAFBA115499,GGOEAOCB092799,GGOEGXXX1181,GGOEAFBA115599,GGOEGOCL092999,GGOEACBA104599,GGOEGXXX0905,GGOEAOCB092899,GGOEAFKA087599,GGOEGXXX0904,GGOEGXXX0919,GGOEGDNL108699,GGOEGBJQ125099,GGOEGDHC098299,GGOEGABL100799,GGOEGABK101099,GGOEGFKA022299,GGOEGBJJ099499,GGOEGDHB107099,GGOEGFSR022099,GGOEACBA116699,GGOEGDWD108799,GGOEGBJR100099,GGOEGBJJ099499,GGOEGFKA022299,GGOEGABK101099,GGOEGABL100799,GGOEGDHC098299,GGOEGDNL108699,GGOEGBJQ125099,GGOEGBJR100099,GGOEGDWD108799,GGOEACBA116699,GGOEGFSR022099,GGOEGDHB107099,GGOEAXXX1308,GGOEAOAL129199,GGOEAXXX1301,GGOEAXXX1297,GGOEAOCB092799,GGOEGXXX1264,GGOEADHH117199,GGOEACBA116699,GGOEADWJ129399,9184979,GGOEAFKA087599,GGOEAAKQ137410,GGOEGDWD108799,GGOEGABK101099,GGOEGFKA022299,GGOEACBA116699,GGOEGDHC098299,GGOEGABL100799,GGOEGBJJ099499,GGOEGFSR022099,GGOEGBJR100099,GGOEGBJQ125099,GGOEGDNL108699,GGOEGDHB107099",1607448190503692,1
visitor580@gmail.com,10453276.0798283177,"GGOEGOAB131499,GGOEGCBA150999,GGOEAOLC152099,9199224,GGOEGOLR152199,GGOEYOLB151999,GGCOGXXX1609,GGOEGDNC147699,GGCOGXXX1570,GGOEGDHG162299,GGOEGDNR147599,GGCOGOCA157331,GGOEGDHG162299,GGOEGOLR152199,GGOEGXXX1194,GGOEAOLC152099,GGOEYOLB151999,GGOEGDNC147699,GGCOGXXX1609,GGCOGXXX1570,GGOEGCBA150999,GGOEGOAB131499,GGCOGOCA157331,GGOEGDNR147599,GGOEGCBA150999,GGOEGXXX1194,GGOEGDNR147599,GGOEAOLC152099,GGOEGDHG162299,GGCOGXXX1570,GGOEYOLB151999,GGCOGXXX1609,GGOEGDNC147699,GGOEGOLR152199,GGCOGOCA157331,GGOEGOAB131499,GGOEGOLR152199,GGOEGCBA150999,GGOEYOLB151999,GGCOGOCA157331,GGCOGXXX1609,GGOEGDHG162299,GGCOGXXX1570,GGOEAOLC152099,GGOEGXXX1193,GGOEGDNC147699,GGOEGDNR147599,GGOEGOAB131499,GGOEGCBA150999,GGOEGOAB131499,GGOEAOLC152099,GGOEGDHB137399,GGOEYOLB151999,GGOEGOLR152199,GGCOGXXX1609,GGOEGDNC147699,GGCOGXXX1570,GGOEGDHG162299,GGOEGDNR147599,GGCOGOCA157331,GGOEGDNC147699,GGCOGXXX1609,GGOEGOLR152199,GGOEAOLC152099,GGOEYOLB151999,GGCOGOCA157331,9197456,GGOEGCBA150999,GGOEGOAB131499,GGOEGDNR147599,GGOEGDHG162299,GGCOGXXX1570",1608100824084306,1
visitor589@gmail.com,1046193.2895977527,"GGOEGXXX1340,GGOEGXXX1109,GGOEGXXX1039,GGOEGXXX1385,9199128,GGOEGXXX1344,GGOEGXXX1193,GGOEGXXX1038,GGOEGXXX1345,GGOEGXXX1342,GGOEGXXX0913,GGOEGXXX1189,GGOEGXXX1385,9199128,GGOEGXXX1189,GGOEGXXX1344,GGOEGXXX1193,GGOEGXXX1342,GGOEGXXX1109,GGOEGXXX1038,GGOEGXXX1340,GGOEGXXX1039,GGOEGXXX1345,GGOEGXXX0913",1608520860255034,1
visitor593@gmail.com,1046376.0237695224,"9188192,GGOEGAEC134910,GGOEGAPH161899,GGOEGAEJ135510,GGOEYHPB121110,GGOEAHPB131110,GGOEAHPL130910,GGOEGAED134810,GGOEGHPC120810,GGOEGHPB120910,GGOEAHPL131010,GGOEAHPJ131210,GGOEGAEJ135510,GGOEYHPB121110,GGOEAHPB131110,GGOEGAED134810,GGOEAHPL131010,GGOEAHPJ131210,9188192,GGOEGHPB120910,GGOEGAEC134910,GGOEGHPC120810,GGOEAHPL130910,GGOEGAPH161899",1607286460272391,1
visitor597@gmail.com,1047049.5351802260,"GGOEAHPB131110,GGOEGAEC134910,GGOEGAED134810,GGOEGAPH161899,9188192,GGOEGHPC120810,GGOEGHPB120910,GGOEYHPB121110,GGOEAHPL130910,GGOEAHPJ131210,GGOEGAEJ135510,GGOEAHPL131010,GGOEGHPB120910,GGOEAHPL131010,GGOEGAPH161899,GGOEGHPC120810,GGOEGAEJ135510,GGOEAHPJ131210,GGOEAHPB131110,GGOEAHPL130910,GGOEGAEC134910,GGOEYHPB121110,GGOEGAED134810,9188192",1607592549102405,1
